2021-05-02 19:27:44,982 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-06 17:34:25,968 | root | INFO | We are missing both the 'TMDB' & 'IMDB' ID, trying to identify it via title & year
2021-05-06 17:34:26,383 | root | INFO | GET Request: https://api.themoviedb.org/3/search/movie?api_key=2f426445f1e6100085f45800bfa7dccf&query=After the Ball&page=1&include_adult=false&year=2015
2021-05-06 17:34:26,384 | root | INFO | total number of results for TMDB search: 1
2021-05-06 17:34:28,613 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924/external_ids?api_key=2f426445f1e6100085f45800bfa7dccf&language=en-US
2021-05-06 17:34:29,013 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-06 17:34:29,014 | root | INFO | Using the title we got from TMDB: After the Ball
2021-05-06 17:34:29,078 | root | INFO | Using /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv to generate screenshots
2021-05-06 17:34:29,496 | root | INFO | Taking a screenshot at 00:14:34
2021-05-06 17:34:29,974 | root | INFO | Taking a screenshot at 00:29:09
2021-05-06 17:34:30,425 | root | INFO | Taking a screenshot at 00:43:43
2021-05-06 17:34:30,939 | root | INFO | Taking a screenshot at 00:58:18
2021-05-06 17:34:31,548 | root | INFO | Taking a screenshot at 01:12:52
2021-05-06 17:34:32,021 | root | INFO | Taking a screenshot at 01:27:27
2021-05-06 17:34:48,070 | root | INFO | All 6 images have been upload to freeimage
2021-05-06 17:34:48,070 | root | INFO | We've uploaded 6 to freeimage
2021-05-06 17:34:48,072 | root | INFO | Now starting tracker specific tasks
2021-05-06 17:34:48,072 | root | INFO | Trying to upload to: BHD
2021-05-06 17:35:47,305 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-06 17:35:47,938 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-06 17:35:47,940 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-06 17:35:47,946 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-06 17:35:47,946 | root | INFO | uploading the following file: /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:35:48,754 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-06 17:35:48,816 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-06 17:35:48,875 | root | INFO | Generating mediainfo.txt
2021-05-06 17:35:48,876 | root | INFO | Using the following path in mediainfo.txt: After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:35:48,937 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-06 17:35:48,954 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-06 17:35:48,955 | root | INFO | No custom 'edition' found for this torrent
2021-05-06 17:35:48,955 | root | INFO | We are missing both the 'TMDB' & 'IMDB' ID, trying to identify it via title & year
2021-05-06 17:35:49,367 | root | INFO | GET Request: https://api.themoviedb.org/3/search/movie?api_key=2f426445f1e6100085f45800bfa7dccf&query=After the Ball&page=1&include_adult=false&year=2015
2021-05-06 17:35:49,368 | root | INFO | total number of results for TMDB search: 1
2021-05-06 17:35:50,817 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924/external_ids?api_key=2f426445f1e6100085f45800bfa7dccf&language=en-US
2021-05-06 17:35:51,227 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-06 17:35:51,227 | root | INFO | Using the title we got from TMDB: After the Ball
2021-05-06 17:35:51,299 | root | INFO | Using /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv to generate screenshots
2021-05-06 17:35:51,752 | root | INFO | Taking a screenshot at 00:14:34
2021-05-06 17:35:52,225 | root | INFO | Taking a screenshot at 00:29:09
2021-05-06 17:35:52,694 | root | INFO | Taking a screenshot at 00:43:43
2021-05-06 17:35:53,219 | root | INFO | Taking a screenshot at 00:58:18
2021-05-06 17:35:53,832 | root | INFO | Taking a screenshot at 01:12:52
2021-05-06 17:35:54,306 | root | INFO | Taking a screenshot at 01:27:27
2021-05-06 17:36:09,936 | root | INFO | All 6 images have been upload to freeimage
2021-05-06 17:36:09,936 | root | INFO | We've uploaded 6 to freeimage
2021-05-06 17:36:09,939 | root | INFO | Now starting tracker specific tasks
2021-05-06 17:36:09,939 | root | INFO | Trying to upload to: BHD
2021-05-06 17:37:36,597 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-06 17:37:37,619 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-06 17:37:37,621 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-06 17:37:37,626 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-06 17:37:37,626 | root | INFO | uploading the following file: /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:37:38,410 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-06 17:37:38,474 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-06 17:37:38,541 | root | INFO | Generating mediainfo.txt
2021-05-06 17:37:38,541 | root | INFO | Using the following path in mediainfo.txt: After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:37:38,599 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-06 17:37:38,613 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-06 17:37:38,614 | root | INFO | No custom 'edition' found for this torrent
2021-05-06 17:37:38,614 | root | INFO | We are missing both the 'TMDB' & 'IMDB' ID, trying to identify it via title & year
2021-05-06 17:37:39,029 | root | INFO | GET Request: https://api.themoviedb.org/3/search/movie?api_key=2f426445f1e6100085f45800bfa7dccf&query=After the Ball&page=1&include_adult=false&year=2015
2021-05-06 17:37:39,029 | root | INFO | total number of results for TMDB search: 1
2021-05-06 17:37:40,447 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924/external_ids?api_key=2f426445f1e6100085f45800bfa7dccf&language=en-US
2021-05-06 17:37:40,848 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-06 17:37:40,848 | root | INFO | Using the title we got from TMDB: After the Ball
2021-05-06 17:37:40,910 | root | INFO | Using /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv to generate screenshots
2021-05-06 17:37:41,352 | root | INFO | Taking a screenshot at 00:14:34
2021-05-06 17:37:41,853 | root | INFO | Taking a screenshot at 00:29:09
2021-05-06 17:37:42,346 | root | INFO | Taking a screenshot at 00:43:43
2021-05-06 17:37:42,854 | root | INFO | Taking a screenshot at 00:58:18
2021-05-06 17:37:43,475 | root | INFO | Taking a screenshot at 01:12:52
2021-05-06 17:37:43,933 | root | INFO | Taking a screenshot at 01:27:27
2021-05-06 17:37:59,694 | root | INFO | All 6 images have been upload to freeimage
2021-05-06 17:37:59,694 | root | INFO | We've uploaded 6 to freeimage
2021-05-06 17:37:59,696 | root | INFO | Now starting tracker specific tasks
2021-05-06 17:37:59,696 | root | INFO | Trying to upload to: BHD
2021-05-06 17:38:00,811 | root | INFO | Creating the .torrent file now
2021-05-06 17:38:00,811 | root | INFO | announce url: https://beyond-hd.me/announce/
2021-05-06 17:38:00,811 | root | INFO | Existing .torrent file does not exist so we need to generate a new one
2021-05-06 17:38:02,209 | root | INFO | Trying to write into [BHD]After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent
2021-05-06 17:38:02,209 | root | INFO | Successfully created the following file: /home/madskillz/xpbot/temp_upload/BHD-After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent
2021-05-06 17:38:02,210 | root | INFO | Upload live status: Draft (Hidden)
2021-05-06 17:38:02,210 | root | INFO | Uploading anonymously
2021-05-06 17:38:02,210 | root | INFO | Attempting to upload to: BHD
2021-05-06 17:38:03,721 | root | INFO | Payload for BHD is {'name': 'After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT', 'description': 'After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT-[center][quote][size=16][br][/br]With a name like [color=#3774F6][b]TROUT[/b][/color], it has to be good[/size][/quote][br][/br][br][/br][br][/br][url=https://freeimage.host/i/BzDXRf][img=300x300]https://iili.io/BzDXRf.md.png[/img][/url] [url=https://freeimage.host/i/BzDhN4][img=300x300]https://iili.io/BzDhN4.md.png[/img][/url] [url=https://freeimage.host/i/BzDjDl][img=300x300]https://iili.io/BzDjDl.md.png[/img][/url] [url=https://freeimage.host/i/BzDNx2][img=300x300]https://iili.io/BzDNx2.md.png[/img][/url] [url=https://freeimage.host/i/BzDOVS][img=300x300]https://iili.io/BzDOVS.md.png[/img][/url] [url=https://freeimage.host/i/BzDei7][img=300x300]https://iili.io/BzDei7.md.png[/img][/url] [br][/br][br][/br][br][/br][br][/br][img]https://beyondhd.co/images/2021/05/02/6d61ce3c20451cdc3267f9879b9485e1.png[/img][/center]', 'live': '0', 'anon': '1', 'category_id': '1', 'type': '1080p', 'source': 'WEB', 'imdb_id': '3717016', 'tmdb_id': '309924', 'tags': 'WEBDL'}
2021-05-06 17:38:03,721 | root | INFO | Files for BHD is [('file', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/BHD-After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent'>), ('mediainfo', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/mediainfo.txt'>)]
2021-05-06 17:38:05,224 | root | INFO | POST Request: https://beyond-hd.me/api/upload/ea9b32385ca9869a839466b2aa9cdc9d
2021-05-06 17:38:05,224 | root | INFO | Response code: 200
2021-05-06 17:38:05,224 | root | INFO | upload response for BHD: b'{"status_code":1,"status_message":"Draft has been successfully saved.","success":true}'
2021-05-06 17:38:05,225 | root | INFO | Upload to BHD was a success!
2021-05-06 17:38:05,289 | root | INFO | Total runtime is 28.6919 seconds
2021-05-06 17:41:01,199 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-06 17:41:01,775 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-06 17:41:01,778 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-06 17:41:01,783 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-06 17:41:01,784 | root | INFO | uploading the following file: /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:41:02,555 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-06 17:41:02,618 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-06 17:41:02,684 | root | INFO | Generating mediainfo.txt
2021-05-06 17:41:02,684 | root | INFO | Using the following path in mediainfo.txt: After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:41:02,744 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-06 17:41:02,758 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-06 17:41:02,759 | root | INFO | No custom 'edition' found for this torrent
2021-05-06 17:41:02,759 | root | INFO | We are missing both the 'TMDB' & 'IMDB' ID, trying to identify it via title & year
2021-05-06 17:41:03,202 | root | INFO | GET Request: https://api.themoviedb.org/3/search/movie?api_key=2f426445f1e6100085f45800bfa7dccf&query=After the Ball&page=1&include_adult=false&year=2015
2021-05-06 17:41:03,202 | root | INFO | total number of results for TMDB search: 1
2021-05-06 17:41:04,523 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924/external_ids?api_key=2f426445f1e6100085f45800bfa7dccf&language=en-US
2021-05-06 17:41:04,924 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-06 17:41:04,924 | root | INFO | Using the title we got from TMDB: After the Ball
2021-05-06 17:41:04,999 | root | INFO | Using /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv to generate screenshots
2021-05-06 17:41:05,434 | root | INFO | Taking a screenshot at 00:14:34
2021-05-06 17:41:05,890 | root | INFO | Taking a screenshot at 00:29:09
2021-05-06 17:41:06,373 | root | INFO | Taking a screenshot at 00:43:43
2021-05-06 17:41:06,886 | root | INFO | Taking a screenshot at 00:58:18
2021-05-06 17:41:07,509 | root | INFO | Taking a screenshot at 01:12:52
2021-05-06 17:41:07,974 | root | INFO | Taking a screenshot at 01:27:27
2021-05-06 17:41:24,471 | root | INFO | All 6 images have been upload to freeimage
2021-05-06 17:41:24,471 | root | INFO | We've uploaded 6 to freeimage
2021-05-06 17:41:24,473 | root | INFO | Now starting tracker specific tasks
2021-05-06 17:41:24,473 | root | INFO | Trying to upload to: BHD
2021-05-06 17:41:25,572 | root | INFO | Creating the .torrent file now
2021-05-06 17:41:25,573 | root | INFO | announce url: https://beyond-hd.me/announce/
2021-05-06 17:41:25,573 | root | INFO | Existing .torrent file does not exist so we need to generate a new one
2021-05-06 17:41:26,955 | root | INFO | Trying to write into [BHD]After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent
2021-05-06 17:41:26,956 | root | INFO | Successfully created the following file: /home/madskillz/xpbot/temp_upload/BHD-After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent
2021-05-06 17:41:26,956 | root | INFO | Upload live status: Draft (Hidden)
2021-05-06 17:41:26,956 | root | INFO | Uploading anonymously
2021-05-06 17:41:26,956 | root | INFO | Attempting to upload to: BHD
2021-05-06 17:41:28,314 | root | INFO | Payload for BHD is {'name': 'After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT', 'description': '[center][quote][size=16][color=#3774F6][b]After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT[/b][/color][/size][/quote][/center][center][quote][size=16][br][/br]With a name like [color=#3774F6][b]TROUT[/b][/color], it has to be good[/size][/quote][br][/br][br][/br][br][/br][url=https://freeimage.host/i/BzDXRf][img=300x300]https://iili.io/BzDXRf.md.png[/img][/url] [url=https://freeimage.host/i/BzDhN4][img=300x300]https://iili.io/BzDhN4.md.png[/img][/url] [url=https://freeimage.host/i/BzDjDl][img=300x300]https://iili.io/BzDjDl.md.png[/img][/url] [url=https://freeimage.host/i/BzDNx2][img=300x300]https://iili.io/BzDNx2.md.png[/img][/url] [url=https://freeimage.host/i/BzDOVS][img=300x300]https://iili.io/BzDOVS.md.png[/img][/url] [url=https://freeimage.host/i/BzDei7][img=300x300]https://iili.io/BzDei7.md.png[/img][/url] [br][/br][br][/br][br][/br][br][/br][img]https://beyondhd.co/images/2021/05/02/6d61ce3c20451cdc3267f9879b9485e1.png[/img][/center]', 'live': '0', 'anon': '1', 'category_id': '1', 'type': '1080p', 'source': 'WEB', 'imdb_id': '3717016', 'tmdb_id': '309924', 'tags': 'WEBDL'}
2021-05-06 17:41:28,314 | root | INFO | Files for BHD is [('file', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/BHD-After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent'>), ('mediainfo', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/mediainfo.txt'>)]
2021-05-06 17:41:30,062 | root | INFO | POST Request: https://beyond-hd.me/api/upload/ea9b32385ca9869a839466b2aa9cdc9d
2021-05-06 17:41:30,062 | root | INFO | Response code: 200
2021-05-06 17:41:30,062 | root | INFO | upload response for BHD: b'{"status_code":1,"status_message":"Draft has been successfully saved.","success":true}'
2021-05-06 17:41:30,062 | root | INFO | Upload to BHD was a success!
2021-05-06 17:41:30,125 | root | INFO | Total runtime is 28.9252 seconds
2021-05-06 17:42:58,713 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-06 17:42:59,250 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-06 17:42:59,253 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-06 17:42:59,258 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-06 17:42:59,258 | root | INFO | uploading the following file: /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:43:00,038 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-06 17:43:00,099 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-06 17:43:00,167 | root | INFO | Generating mediainfo.txt
2021-05-06 17:43:00,167 | root | INFO | Using the following path in mediainfo.txt: After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:43:00,226 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-06 17:43:00,242 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-06 17:43:00,243 | root | INFO | No custom 'edition' found for this torrent
2021-05-06 17:43:00,244 | root | INFO | We are missing both the 'TMDB' & 'IMDB' ID, trying to identify it via title & year
2021-05-06 17:43:00,655 | root | INFO | GET Request: https://api.themoviedb.org/3/search/movie?api_key=2f426445f1e6100085f45800bfa7dccf&query=After the Ball&page=1&include_adult=false&year=2015
2021-05-06 17:43:00,656 | root | INFO | total number of results for TMDB search: 1
2021-05-06 17:43:03,277 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924/external_ids?api_key=2f426445f1e6100085f45800bfa7dccf&language=en-US
2021-05-06 17:43:03,685 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-06 17:43:03,685 | root | INFO | Using the title we got from TMDB: After the Ball
2021-05-06 17:43:03,752 | root | INFO | Using /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv to generate screenshots
2021-05-06 17:43:04,182 | root | INFO | Taking a screenshot at 00:14:34
2021-05-06 17:43:04,638 | root | INFO | Taking a screenshot at 00:29:09
2021-05-06 17:43:05,102 | root | INFO | Taking a screenshot at 00:43:43
2021-05-06 17:43:05,643 | root | INFO | Taking a screenshot at 00:58:18
2021-05-06 17:43:06,268 | root | INFO | Taking a screenshot at 01:12:52
2021-05-06 17:43:06,743 | root | INFO | Taking a screenshot at 01:27:27
2021-05-06 17:43:22,636 | root | INFO | All 6 images have been upload to freeimage
2021-05-06 17:43:22,637 | root | INFO | We've uploaded 6 to freeimage
2021-05-06 17:43:22,638 | root | INFO | Now starting tracker specific tasks
2021-05-06 17:43:22,639 | root | INFO | Trying to upload to: BHD
2021-05-06 17:43:23,435 | root | INFO | Creating the .torrent file now
2021-05-06 17:43:23,436 | root | INFO | announce url: https://beyond-hd.me/announce/
2021-05-06 17:43:23,436 | root | INFO | Existing .torrent file does not exist so we need to generate a new one
2021-05-06 17:43:24,832 | root | INFO | Trying to write into [BHD]After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent
2021-05-06 17:43:24,832 | root | INFO | Successfully created the following file: /home/madskillz/xpbot/temp_upload/BHD-After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent
2021-05-06 17:43:24,832 | root | INFO | Upload live status: Draft (Hidden)
2021-05-06 17:43:24,832 | root | INFO | Uploading anonymously
2021-05-06 17:43:24,832 | root | INFO | Attempting to upload to: BHD
2021-05-06 17:43:26,425 | root | INFO | Payload for BHD is {'name': 'After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT', 'description': '[center][quote][size=16][color=#3774F6][b]After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT[/b][/color][/size][/quote][br][/br][img]https://beyondhd.co/images/2021/05/02/6d61ce3c20451cdc3267f9879b9485e1.png[/img][/center][center][quote][size=16][br][/br]With a name like [color=#3774F6][b]TROUT[/b][/color], it has to be good[/size][/quote][br][/br][br][/br][br][/br][url=https://freeimage.host/i/BzDXRf][img=300x300]https://iili.io/BzDXRf.md.png[/img][/url] [url=https://freeimage.host/i/BzDhN4][img=300x300]https://iili.io/BzDhN4.md.png[/img][/url] [url=https://freeimage.host/i/BzDjDl][img=300x300]https://iili.io/BzDjDl.md.png[/img][/url] [url=https://freeimage.host/i/BzDNx2][img=300x300]https://iili.io/BzDNx2.md.png[/img][/url] [url=https://freeimage.host/i/BzDOVS][img=300x300]https://iili.io/BzDOVS.md.png[/img][/url] [url=https://freeimage.host/i/BzDei7][img=300x300]https://iili.io/BzDei7.md.png[/img][/url] [br][/br][br][/br][br][/br][br][/br][/center]', 'live': '0', 'anon': '1', 'category_id': '1', 'type': '1080p', 'source': 'WEB', 'imdb_id': '3717016', 'tmdb_id': '309924', 'tags': 'WEBDL'}
2021-05-06 17:43:26,425 | root | INFO | Files for BHD is [('file', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/BHD-After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent'>), ('mediainfo', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/mediainfo.txt'>)]
2021-05-06 17:43:27,489 | root | INFO | POST Request: https://beyond-hd.me/api/upload/ea9b32385ca9869a839466b2aa9cdc9d
2021-05-06 17:43:27,489 | root | INFO | Response code: 200
2021-05-06 17:43:27,489 | root | INFO | upload response for BHD: b'{"status_code":1,"status_message":"Draft has been successfully saved.","success":true}'
2021-05-06 17:43:27,489 | root | INFO | Upload to BHD was a success!
2021-05-06 17:43:27,548 | root | INFO | Total runtime is 28.8341 seconds
2021-05-06 17:45:44,982 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-06 17:45:45,429 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-06 17:45:45,432 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-06 17:45:45,438 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-06 17:45:45,438 | root | INFO | uploading the following file: /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:45:46,273 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-06 17:45:46,333 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-06 17:45:46,402 | root | INFO | Generating mediainfo.txt
2021-05-06 17:45:46,402 | root | INFO | Using the following path in mediainfo.txt: After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-06 17:45:46,462 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-06 17:45:46,482 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-06 17:45:46,483 | root | INFO | No custom 'edition' found for this torrent
2021-05-06 17:45:46,483 | root | INFO | We are missing both the 'TMDB' & 'IMDB' ID, trying to identify it via title & year
2021-05-06 17:45:46,898 | root | INFO | GET Request: https://api.themoviedb.org/3/search/movie?api_key=2f426445f1e6100085f45800bfa7dccf&query=After the Ball&page=1&include_adult=false&year=2015
2021-05-06 17:45:46,898 | root | INFO | total number of results for TMDB search: 1
2021-05-06 17:45:49,407 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924/external_ids?api_key=2f426445f1e6100085f45800bfa7dccf&language=en-US
2021-05-06 17:45:49,808 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/309924?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-06 17:45:49,808 | root | INFO | Using the title we got from TMDB: After the Ball
2021-05-06 17:45:49,879 | root | INFO | Using /home/madskillz/TROUT.1080p/After.the.Ball.2015.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv to generate screenshots
2021-05-06 17:45:50,316 | root | INFO | Taking a screenshot at 00:14:34
2021-05-06 17:45:50,765 | root | INFO | Taking a screenshot at 00:29:09
2021-05-06 17:45:51,226 | root | INFO | Taking a screenshot at 00:43:43
2021-05-06 17:45:51,767 | root | INFO | Taking a screenshot at 00:58:18
2021-05-06 17:45:52,372 | root | INFO | Taking a screenshot at 01:12:52
2021-05-06 17:45:52,876 | root | INFO | Taking a screenshot at 01:27:27
2021-05-06 17:46:08,583 | root | INFO | All 6 images have been upload to freeimage
2021-05-06 17:46:08,583 | root | INFO | We've uploaded 6 to freeimage
2021-05-06 17:46:08,585 | root | INFO | Now starting tracker specific tasks
2021-05-06 17:46:08,585 | root | INFO | Trying to upload to: BHD
2021-05-06 17:46:09,926 | root | INFO | Creating the .torrent file now
2021-05-06 17:46:09,927 | root | INFO | announce url: https://beyond-hd.me/announce/
2021-05-06 17:46:09,927 | root | INFO | Existing .torrent file does not exist so we need to generate a new one
2021-05-06 17:46:11,325 | root | INFO | Trying to write into [BHD]After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent
2021-05-06 17:46:11,326 | root | INFO | Successfully created the following file: /home/madskillz/xpbot/temp_upload/BHD-After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent
2021-05-06 17:46:11,326 | root | INFO | Upload live status: Draft (Hidden)
2021-05-06 17:46:11,326 | root | INFO | Uploading anonymously
2021-05-06 17:46:11,326 | root | INFO | Attempting to upload to: BHD
2021-05-06 17:46:12,998 | root | INFO | Payload for BHD is {'name': 'After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT', 'description': '[center][quote][size=16][color=#3774F6][b]After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT[/b][/color][/size][/quote][url=https://freeimage.host/i/BzDXRf][img=300x300]https://iili.io/BzDXRf.md.png[/img][/url] [url=https://freeimage.host/i/BzDhN4][img=300x300]https://iili.io/BzDhN4.md.png[/img][/url] [url=https://freeimage.host/i/BzDjDl][img=300x300]https://iili.io/BzDjDl.md.png[/img][/url] [url=https://freeimage.host/i/BzDNx2][img=300x300]https://iili.io/BzDNx2.md.png[/img][/url] [url=https://freeimage.host/i/BzDOVS][img=300x300]https://iili.io/BzDOVS.md.png[/img][/url] [url=https://freeimage.host/i/BzDei7][img=300x300]https://iili.io/BzDei7.md.png[/img][/url] [br][/br][img]https://beyondhd.co/images/2021/05/02/6d61ce3c20451cdc3267f9879b9485e1.png[/img][/center][center][quote][size=16][br][/br]With a name like [color=#3774F6][b]TROUT[/b][/color], it has to be good[/size][/quote][br][/br][br][/br][br][/br][/center]', 'live': '0', 'anon': '1', 'category_id': '1', 'type': '1080p', 'source': 'WEB', 'imdb_id': '3717016', 'tmdb_id': '309924', 'tags': 'WEBDL'}
2021-05-06 17:46:12,998 | root | INFO | Files for BHD is [('file', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/BHD-After the Ball 2015 AMZN WEB-DL 1080p DDP 5.1 H.264-TROUT.torrent'>), ('mediainfo', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/mediainfo.txt'>)]
